Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,340,Honduras,5111,Stocks,02140,Swine / pigs,2023,2023,An,466551,I,Imputed value,
QCL,Crops and livestock products,348,Hungary,5111,Stocks,02112,Buffalo,2023,2023,An,7600,A,Official figure,
QCL,Crops and livestock products,348,Hungary,5111,Stocks,02111,Cattle,2023,2023,An,869700,A,Official figure,
QCL,Crops and livestock products,348,Hungary,5111,Stocks,02123,Goats,2023,2023,An,31300,A,Official figure,
QCL,Crops and livestock products,348,Hungary,5111,Stocks,02122,Sheep,2023,2023,An,907100,A,Official figure,
QCL,Crops and livestock products,348,Hungary,5111,Stocks,02140,Swine / pigs,2023,2023,An,2607700,A,Official figure,
QCL,Crops and livestock products,352,Iceland,5111,Stocks,02111,Cattle,2023,2023,An,78732,A,Official figure,
QCL,Crops and livestock products,352,Iceland,5111,Stocks,02123,Goats,2023,2023,An,1835,A,Official figure,
QCL,Crops and livestock products,352,Iceland,5111,Stocks,02122,Sheep,2023,2023,An,354986,A,Official figure,
QCL,Crops and livestock products,352,Iceland,5111,Stocks,02140,Swine / pigs,2023,2023,An,26000,A,Official figure,
QCL,Crops and livestock products,356,India,5111,Stocks,02112,Buffalo,2023,2023,An,112049996,I,Imputed value,
QCL,Crops and livestock products,356,India,5111,Stocks,02121.01,Camels,2023,2023,An,189066,I,Imputed value,
QCL,Crops and livestock products,356,India,5111,Stocks,02111,Cattle,2023,2023,An,194478229,I,Imputed value,
QCL,Crops and livestock products,356,India,5111,Stocks,02123,Goats,2023,2023,An,154262149,I,Imputed value,
QCL,Crops and livestock products,356,India,5111,Stocks,02122,Sheep,2023,2023,An,77423974,I,Imputed value,
QCL,Crops and livestock products,356,India,5111,Stocks,02140,Swine / pigs,2023,2023,An,8461997,I,Imputed value,
QCL,Crops and livestock products,360,Indonesia,5111,Stocks,02112,Buffalo,2023,2023,An,1016596,I,Imputed value,
QCL,Crops and livestock products,360,Indonesia,5111,Stocks,02111,Cattle,2023,2023,An,18830155,I,Imputed value,
QCL,Crops and livestock products,360,Indonesia,5111,Stocks,02123,Goats,2023,2023,An,19645537,I,Imputed value,
QCL,Crops and livestock products,360,Indonesia,5111,Stocks,02122,Sheep,2023,2023,An,15524842,I,Imputed value,
QCL,Crops and livestock products,360,Indonesia,5111,Stocks,02140,Swine / pigs,2023,2023,An,7288719,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02112,Buffalo,2023,2023,An,160000,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02121.01,Camels,2023,2023,An,160000,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02111,Cattle,2023,2023,An,5487783,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02123,Goats,2023,2023,An,18421686,I,Imputed value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02122,Sheep,2023,2023,An,52012337,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02140,Swine / pigs,2023,2023,An,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,368,Iraq,5111,Stocks,02112,Buffalo,2023,2023,An,260564,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5111,Stocks,02121.01,Camels,2023,2023,An,124045,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5111,Stocks,02111,Cattle,2023,2023,An,2147569,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5111,Stocks,02123,Goats,2023,2023,An,1425689,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5111,Stocks,02122,Sheep,2023,2023,An,6815047,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5111,Stocks,02112,Buffalo,2023,2023,An,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5111,Stocks,02111,Cattle,2023,2023,An,6525960,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5111,Stocks,02122,Sheep,2023,2023,An,3740910,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5111,Stocks,02140,Swine / pigs,2023,2023,An,1407610,A,Official figure,
QCL,Crops and livestock products,376,Israel,5111,Stocks,02121.01,Camels,2023,2023,An,5619,I,Imputed value,
QCL,Crops and livestock products,376,Israel,5111,Stocks,02111,Cattle,2023,2023,An,580059,A,Official figure,
QCL,Crops and livestock products,376,Israel,5111,Stocks,02123,Goats,2023,2023,An,114127,A,Official figure,
QCL,Crops and livestock products,376,Israel,5111,Stocks,02122,Sheep,2023,2023,An,500000,A,Official figure,
QCL,Crops and livestock products,376,Israel,5111,Stocks,02140,Swine / pigs,2023,2023,An,133004,A,Official figure,
QCL,Crops and livestock products,380,Italy,5111,Stocks,02112,Buffalo,2023,2023,An,416000,A,Official figure,
QCL,Crops and livestock products,380,Italy,5111,Stocks,02111,Cattle,2023,2023,An,5999000,A,Official figure,
QCL,Crops and livestock products,380,Italy,5111,Stocks,02123,Goats,2023,2023,An,980000,A,Official figure,
QCL,Crops and livestock products,380,Italy,5111,Stocks,02122,Sheep,2023,2023,An,6497000,A,Official figure,
QCL,Crops and livestock products,380,Italy,5111,Stocks,02140,Swine / pigs,2023,2023,An,9171000,A,Official figure,
QCL,Crops and livestock products,388,Jamaica,5111,Stocks,02111,Cattle,2023,2023,An,151499,I,Imputed value,
QCL,Crops and livestock products,388,Jamaica,5111,Stocks,02123,Goats,2023,2023,An,594116,I,Imputed value,
QCL,Crops and livestock products,388,Jamaica,5111,Stocks,02122,Sheep,2023,2023,An,1308,I,Imputed value,
QCL,Crops and livestock products,388,Jamaica,5111,Stocks,02140,Swine / pigs,2023,2023,An,218431,I,Imputed value,
QCL,Crops and livestock products,392,Japan,5111,Stocks,02111,Cattle,2023,2023,An,4043000,A,Official figure,
QCL,Crops and livestock products,392,Japan,5111,Stocks,02123,Goats,2023,2023,An,17559,I,Imputed value,
QCL,Crops and livestock products,392,Japan,5111,Stocks,02122,Sheep,2023,2023,An,14954,E,Estimated value,
QCL,Crops and livestock products,392,Japan,5111,Stocks,02140,Swine / pigs,2023,2023,An,8956000,A,Official figure,
QCL,Crops and livestock products,400,Jordan,5111,Stocks,02112,Buffalo,2023,2023,An,93,I,Imputed value,
QCL,Crops and livestock products,400,Jordan,5111,Stocks,02121.01,Camels,2023,2023,An,13788,E,Estimated value,
QCL,Crops and livestock products,400,Jordan,5111,Stocks,02111,Cattle,2023,2023,An,79277,E,Estimated value,
QCL,Crops and livestock products,400,Jordan,5111,Stocks,02123,Goats,2023,2023,An,766634,E,Estimated value,
QCL,Crops and livestock products,400,Jordan,5111,Stocks,02122,Sheep,2023,2023,An,2934462,I,Imputed value,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02112,Buffalo,2023,2023,An,9486,I,Imputed value,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02121.01,Camels,2023,2023,An,264936,A,Official figure,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02111,Cattle,2023,2023,An,6616836,A,Official figure,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02123,Goats,2023,2023,An,1705701,A,Official figure,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02122,Sheep,2023,2023,An,16961692,A,Official figure,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02140,Swine / pigs,2023,2023,An,483288,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5111,Stocks,02121.01,Camels,2023,2023,An,4284497,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5111,Stocks,02111,Cattle,2023,2023,An,21882008,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5111,Stocks,02123,Goats,2023,2023,An,34989347,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5111,Stocks,02122,Sheep,2023,2023,An,23208541,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5111,Stocks,02140,Swine / pigs,2023,2023,An,840160,A,Official figure,
QCL,Crops and livestock products,296,Kiribati,5111,Stocks,02140,Swine / pigs,2023,2023,An,15409,E,Estimated value,
QCL,Crops and livestock products,414,Kuwait,5111,Stocks,02121.01,Camels,2023,2023,An,16604,I,Imputed value,
QCL,Crops and livestock products,414,Kuwait,5111,Stocks,02111,Cattle,2023,2023,An,33512,I,Imputed value,
QCL,Crops and livestock products,414,Kuwait,5111,Stocks,02123,Goats,2023,2023,An,219045,E,Estimated value,
QCL,Crops and livestock products,414,Kuwait,5111,Stocks,02122,Sheep,2023,2023,An,734585,E,Estimated value,
QCL,Crops and livestock products,417,Kyrgyzstan,5111,Stocks,02121.01,Camels,2023,2023,An,219,A,Official figure,
QCL,Crops and livestock products,417,Kyrgyzstan,5111,Stocks,02111,Cattle,2023,2023,An,1802299,A,Official figure,
QCL,Crops and livestock products,417,Kyrgyzstan,5111,Stocks,02123,Goats,2023,2023,An,662917,A,Official figure,
QCL,Crops and livestock products,417,Kyrgyzstan,5111,Stocks,02122,Sheep,2023,2023,An,5553208,A,Official figure,
QCL,Crops and livestock products,417,Kyrgyzstan,5111,Stocks,02140,Swine / pigs,2023,2023,An,29676,A,Official figure,
QCL,Crops and livestock products,418,Lao People's Democratic Republic,5111,Stocks,02112,Buffalo,2023,2023,An,1211949,I,Imputed value,
QCL,Crops and livestock products,418,Lao People's Democratic Republic,5111,Stocks,02111,Cattle,2023,2023,An,2542707,I,Imputed value,
QCL,Crops and livestock products,418,Lao People's Democratic Republic,5111,Stocks,02123,Goats,2023,2023,An,786965,I,Imputed value,
QCL,Crops and livestock products,418,Lao People's Democratic Republic,5111,Stocks,02140,Swine / pigs,2023,2023,An,4525574,I,Imputed value,
QCL,Crops and livestock products,428,Latvia,5111,Stocks,02112,Buffalo,2023,2023,An,0,A,Official figure,
QCL,Crops and livestock products,428,Latvia,5111,Stocks,02111,Cattle,2023,2023,An,368060,A,Official figure,
QCL,Crops and livestock products,428,Latvia,5111,Stocks,02123,Goats,2023,2023,An,10340,A,Official figure,
QCL,Crops and livestock products,428,Latvia,5111,Stocks,02122,Sheep,2023,2023,An,78300,A,Official figure,
QCL,Crops and livestock products,428,Latvia,5111,Stocks,02140,Swine / pigs,2023,2023,An,289980,A,Official figure,
QCL,Crops and livestock products,422,Lebanon,5111,Stocks,02121.01,Camels,2023,2023,An,131,I,Imputed value,
QCL,Crops and livestock products,422,Lebanon,5111,Stocks,02111,Cattle,2023,2023,An,86991,I,Imputed value,
QCL,Crops and livestock products,422,Lebanon,5111,Stocks,02123,Goats,2023,2023,An,523669,I,Imputed value,
QCL,Crops and livestock products,422,Lebanon,5111,Stocks,02122,Sheep,2023,2023,An,434209,E,Estimated value,
QCL,Crops and livestock products,422,Lebanon,5111,Stocks,02140,Swine / pigs,2023,2023,An,7442,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5111,Stocks,02111,Cattle,2023,2023,An,404351,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5111,Stocks,02123,Goats,2023,2023,An,621885,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5111,Stocks,02122,Sheep,2023,2023,An,1467491,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5111,Stocks,02140,Swine / pigs,2023,2023,An,35718,E,Estimated value,
QCL,Crops and livestock products,430,Liberia,5111,Stocks,02111,Cattle,2023,2023,An,44868,E,Estimated value,
QCL,Crops and livestock products,430,Liberia,5111,Stocks,02123,Goats,2023,2023,An,349517,I,Imputed value,
QCL,Crops and livestock products,430,Liberia,5111,Stocks,02122,Sheep,2023,2023,An,287717,E,Estimated value,
QCL,Crops and livestock products,430,Liberia,5111,Stocks,02140,Swine / pigs,2023,2023,An,287223,I,Imputed value,
QCL,Crops and livestock products,434,Libya,5111,Stocks,02121.01,Camels,2023,2023,An,62852,I,Imputed value,
QCL,Crops and livestock products,434,Libya,5111,Stocks,02111,Cattle,2023,2023,An,211263,E,Estimated value,
QCL,Crops and livestock products,434,Libya,5111,Stocks,02123,Goats,2023,2023,An,2719322,I,Imputed value,
QCL,Crops and livestock products,434,Libya,5111,Stocks,02122,Sheep,2023,2023,An,7528420,I,Imputed value,
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,02112,Buffalo,2023,2023,An,0,A,Official figure,
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,02111,Cattle,2023,2023,An,623520,A,Official figure,
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,02123,Goats,2023,2023,An,13980,A,Official figure,
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,02122,Sheep,2023,2023,An,127880,A,Official figure,
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,02140,Swine / pigs,2023,2023,An,497090,A,Official figure,
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,02112,Buffalo,2023,2023,An,0,A,Official figure,
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,02111,Cattle,2023,2023,An,183560,A,Official figure,
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,02140,Swine / pigs,2023,2023,An,65200,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5111,Stocks,02111,Cattle,2023,2023,An,7520290,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5111,Stocks,02123,Goats,2023,2023,An,2019044,I,Imputed value,
QCL,Crops and livestock products,450,Madagascar,5111,Stocks,02122,Sheep,2023,2023,An,957575,I,Imputed value,
QCL,Crops and livestock products,450,Madagascar,5111,Stocks,02140,Swine / pigs,2023,2023,An,2326598,I,Imputed value,
QCL,Crops and livestock products,454,Malawi,5111,Stocks,02111,Cattle,2023,2023,An,2170565,I,Imputed value,
QCL,Crops and livestock products,454,Malawi,5111,Stocks,02123,Goats,2023,2023,An,12550986,I,Imputed value,
QCL,Crops and livestock products,454,Malawi,5111,Stocks,02122,Sheep,2023,2023,An,366313,I,Imputed value,
QCL,Crops and livestock products,454,Malawi,5111,Stocks,02140,Swine / pigs,2023,2023,An,9030871,I,Imputed value,
QCL,Crops and livestock products,458,Malaysia,5111,Stocks,02112,Buffalo,2023,2023,An,72565,A,Official figure,
QCL,Crops and livestock products,458,Malaysia,5111,Stocks,02111,Cattle,2023,2023,An,726206,A,Official figure,
QCL,Crops and livestock products,458,Malaysia,5111,Stocks,02123,Goats,2023,2023,An,338260,A,Official figure,
QCL,Crops and livestock products,458,Malaysia,5111,Stocks,02122,Sheep,2023,2023,An,141029,A,Official figure,
QCL,Crops and livestock products,458,Malaysia,5111,Stocks,02140,Swine / pigs,2023,2023,An,1240224,A,Official figure,
QCL,Crops and livestock products,466,Mali,5111,Stocks,02121.01,Camels,2023,2023,An,1343399,A,Official figure,
QCL,Crops and livestock products,466,Mali,5111,Stocks,02111,Cattle,2023,2023,An,13631182,A,Official figure,
QCL,Crops and livestock products,466,Mali,5111,Stocks,02123,Goats,2023,2023,An,32194191,A,Official figure,
QCL,Crops and livestock products,466,Mali,5111,Stocks,02122,Sheep,2023,2023,An,23317665,A,Official figure,
QCL,Crops and livestock products,466,Mali,5111,Stocks,02140,Swine / pigs,2023,2023,An,90394,A,Official figure,
QCL,Crops and livestock products,470,Malta,5111,Stocks,02112,Buffalo,2023,2023,An,0,A,Official figure,
QCL,Crops and livestock products,470,Malta,5111,Stocks,02111,Cattle,2023,2023,An,14230,A,Official figure,
QCL,Crops and livestock products,470,Malta,5111,Stocks,02123,Goats,2023,2023,An,6560,A,Official figure,
QCL,Crops and livestock products,470,Malta,5111,Stocks,02122,Sheep,2023,2023,An,13990,A,Official figure,
QCL,Crops and livestock products,470,Malta,5111,Stocks,02140,Swine / pigs,2023,2023,An,35790,A,Official figure,
QCL,Crops and livestock products,478,Mauritania,5111,Stocks,02121.01,Camels,2023,2023,An,1539202,E,Estimated value,
QCL,Crops and livestock products,478,Mauritania,5111,Stocks,02111,Cattle,2023,2023,An,1968393,E,Estimated value,
QCL,Crops and livestock products,478,Mauritania,5111,Stocks,02123,Goats,2023,2023,An,7258755,E,Estimated value,
QCL,Crops and livestock products,478,Mauritania,5111,Stocks,02122,Sheep,2023,2023,An,11382264,E,Estimated value,
QCL,Crops and livestock products,480,Mauritius,5111,Stocks,02112,Buffalo,2023,2023,An,25,I,Imputed value,
QCL,Crops and livestock products,480,Mauritius,5111,Stocks,02111,Cattle,2023,2023,An,3400,E,Estimated value,
QCL,Crops and livestock products,480,Mauritius,5111,Stocks,02123,Goats,2023,2023,An,21894,I,Imputed value,
QCL,Crops and livestock products,480,Mauritius,5111,Stocks,02122,Sheep,2023,2023,An,3950,I,Imputed value,
QCL,Crops and livestock products,480,Mauritius,5111,Stocks,02140,Swine / pigs,2023,2023,An,21238,I,Imputed value,
QCL,Crops and livestock products,484,Mexico,5111,Stocks,02111,Cattle,2023,2023,An,36619592,A,Official figure,
QCL,Crops and livestock products,484,Mexico,5111,Stocks,02123,Goats,2023,2023,An,8840467,A,Official figure,
QCL,Crops and livestock products,484,Mexico,5111,Stocks,02122,Sheep,2023,2023,An,8836730,A,Official figure,
QCL,Crops and livestock products,484,Mexico,5111,Stocks,02140,Swine / pigs,2023,2023,An,19532854,A,Official figure,
QCL,Crops and livestock products,583,Micronesia (Federated States of),5111,Stocks,02112,Buffalo,2023,2023,An,168,I,Imputed value,
QCL,Crops and livestock products,583,Micronesia (Federated States of),5111,Stocks,02111,Cattle,2023,2023,An,17888,E,Estimated value,
QCL,Crops and livestock products,583,Micronesia (Federated States of),5111,Stocks,02123,Goats,2023,2023,An,4893,E,Estimated value,
QCL,Crops and livestock products,583,Micronesia (Federated States of),5111,Stocks,02140,Swine / pigs,2023,2023,An,38963,E,Estimated value,
QCL,Crops and livestock products,496,Mongolia,5111,Stocks,02121.01,Camels,2023,2023,An,473853,A,Official figure,
QCL,Crops and livestock products,496,Mongolia,5111,Stocks,02111,Cattle,2023,2023,An,5350755,A,Official figure,
QCL,Crops and livestock products,496,Mongolia,5111,Stocks,02123,Goats,2023,2023,An,24618228,A,Official figure,
QCL,Crops and livestock products,496,Mongolia,5111,Stocks,02122,Sheep,2023,2023,An,29409352,A,Official figure,
QCL,Crops and livestock products,496,Mongolia,5111,Stocks,02140,Swine / pigs,2023,2023,An,25636,A,Official figure,
QCL,Crops and livestock products,499,Montenegro,5111,Stocks,02111,Cattle,2023,2023,An,69298,I,Imputed value,
QCL,Crops and livestock products,499,Montenegro,5111,Stocks,02123,Goats,2023,2023,An,29217,I,Imputed value,
QCL,Crops and livestock products,499,Montenegro,5111,Stocks,02122,Sheep,2023,2023,An,167958,E,Estimated value,
QCL,Crops and livestock products,499,Montenegro,5111,Stocks,02140,Swine / pigs,2023,2023,An,24883,E,Estimated value,
QCL,Crops and livestock products,504,Morocco,5111,Stocks,02121.01,Camels,2023,2023,An,65505,I,Imputed value,
QCL,Crops and livestock products,504,Morocco,5111,Stocks,02111,Cattle,2023,2023,An,2883867,A,Official figure,
QCL,Crops and livestock products,504,Morocco,5111,Stocks,02123,Goats,2023,2023,An,5635894,A,Official figure,
QCL,Crops and livestock products,504,Morocco,5111,Stocks,02122,Sheep,2023,2023,An,20660585,A,Official figure,
QCL,Crops and livestock products,504,Morocco,5111,Stocks,02140,Swine / pigs,2023,2023,An,7876,I,Imputed value,
QCL,Crops and livestock products,508,Mozambique,5111,Stocks,02111,Cattle,2023,2023,An,2406285,A,Official figure,
QCL,Crops and livestock products,508,Mozambique,5111,Stocks,02123,Goats,2023,2023,An,4101030,A,Official figure,
QCL,Crops and livestock products,508,Mozambique,5111,Stocks,02122,Sheep,2023,2023,An,229764,A,Official figure,
QCL,Crops and livestock products,508,Mozambique,5111,Stocks,02140,Swine / pigs,2023,2023,An,1175399,A,Official figure,
QCL,Crops and livestock products,104,Myanmar,5111,Stocks,02112,Buffalo,2023,2023,An,2075000,E,Estimated value,
QCL,Crops and livestock products,104,Myanmar,5111,Stocks,02111,Cattle,2023,2023,An,10800000,E,Estimated value,
QCL,Crops and livestock products,104,Myanmar,5111,Stocks,02123,Goats,2023,2023,An,2300000,E,Estimated value,
QCL,Crops and livestock products,104,Myanmar,5111,Stocks,02122,Sheep,2023,2023,An,540000,E,Estimated value,
QCL,Crops and livestock products,104,Myanmar,5111,Stocks,02140,Swine / pigs,2023,2023,An,7800000,E,Estimated value,
QCL,Crops and livestock products,516,Namibia,5111,Stocks,02121.01,Camels,2023,2023,An,96,I,Imputed value,
QCL,Crops and livestock products,516,Namibia,5111,Stocks,02111,Cattle,2023,2023,An,3600000,E,Estimated value,
QCL,Crops and livestock products,516,Namibia,5111,Stocks,02123,Goats,2023,2023,An,1896452,I,Imputed value,
QCL,Crops and livestock products,516,Namibia,5111,Stocks,02122,Sheep,2023,2023,An,2264782,I,Imputed value,
QCL,Crops and livestock products,516,Namibia,5111,Stocks,02140,Swine / pigs,2023,2023,An,98603,I,Imputed value,
QCL,Crops and livestock products,520,Nauru,5111,Stocks,02140,Swine / pigs,2023,2023,An,3029,I,Imputed value,
QCL,Crops and livestock products,524,Nepal,5111,Stocks,02112,Buffalo,2023,2023,An,3081062,A,Official figure,
QCL,Crops and livestock products,524,Nepal,5111,Stocks,02111,Cattle,2023,2023,An,4750329,A,Official figure,
QCL,Crops and livestock products,524,Nepal,5111,Stocks,02123,Goats,2023,2023,An,14541244,A,Official figure,
QCL,Crops and livestock products,524,Nepal,5111,Stocks,02122,Sheep,2023,2023,An,501849,A,Official figure,
QCL,Crops and livestock products,524,Nepal,5111,Stocks,02140,Swine / pigs,2023,2023,An,1357507,A,Official figure,
QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5111,Stocks,02112,Buffalo,2023,2023,An,0,A,Official figure,
QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5111,Stocks,02111,Cattle,2023,2023,An,3739000,A,Official figure,
QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5111,Stocks,02123,Goats,2023,2023,An,566000,A,Official figure,
QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5111,Stocks,02122,Sheep,2023,2023,An,665000,A,Official figure,
QCL,Crops and livestock products,528,Netherlands (Kingdom of the),5111,Stocks,02140,Swine / pigs,2023,2023,An,10375000,A,Official figure,
QCL,Crops and livestock products,540,New Caledonia,5111,Stocks,02111,Cattle,2023,2023,An,79729,I,Imputed value,
QCL,Crops and livestock products,540,New Caledonia,5111,Stocks,02123,Goats,2023,2023,An,1648,E,Estimated value,
QCL,Crops and livestock products,540,New Caledonia,5111,Stocks,02122,Sheep,2023,2023,An,2021,E,Estimated value,
QCL,Crops and livestock products,540,New Caledonia,5111,Stocks,02140,Swine / pigs,2023,2023,An,37474,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5111,Stocks,02111,Cattle,2023,2023,An,9538661,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5111,Stocks,02123,Goats,2023,2023,An,60953,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5111,Stocks,02122,Sheep,2023,2023,An,24359267,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5111,Stocks,02140,Swine / pigs,2023,2023,An,249796,A,Official figure,
QCL,Crops and livestock products,558,Nicaragua,5111,Stocks,02111,Cattle,2023,2023,An,5552814,I,Imputed value,
QCL,Crops and livestock products,558,Nicaragua,5111,Stocks,02123,Goats,2023,2023,An,8005,E,Estimated value,
QCL,Crops and livestock products,558,Nicaragua,5111,Stocks,02122,Sheep,2023,2023,An,6933,I,Imputed value,
QCL,Crops and livestock products,558,Nicaragua,5111,Stocks,02140,Swine / pigs,2023,2023,An,657839,I,Imputed value,
QCL,Crops and livestock products,562,Niger,5111,Stocks,02121.01,Camels,2023,2023,An,1930482,I,Imputed value,
QCL,Crops and livestock products,562,Niger,5111,Stocks,02111,Cattle,2023,2023,An,17126638,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5111,Stocks,02123,Goats,2023,2023,An,19595793,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5111,Stocks,02122,Sheep,2023,2023,An,14138167,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5111,Stocks,02140,Swine / pigs,2023,2023,An,43283,I,Imputed value,
QCL,Crops and livestock products,566,Nigeria,5111,Stocks,02121.01,Camels,2023,2023,An,280019,I,Imputed value,
QCL,Crops and livestock products,566,Nigeria,5111,Stocks,02111,Cattle,2023,2023,An,20906596,I,Imputed value,
QCL,Crops and livestock products,566,Nigeria,5111,Stocks,02123,Goats,2023,2023,An,89294278,I,Imputed value,
QCL,Crops and livestock products,566,Nigeria,5111,Stocks,02122,Sheep,2023,2023,An,51420432,I,Imputed value,
QCL,Crops and livestock products,566,Nigeria,5111,Stocks,02140,Swine / pigs,2023,2023,An,9480241,I,Imputed value,
QCL,Crops and livestock products,570,Niue,5111,Stocks,02111,Cattle,2023,2023,An,113,I,Imputed value,
QCL,Crops and livestock products,570,Niue,5111,Stocks,02140,Swine / pigs,2023,2023,An,2330,I,Imputed value,
QCL,Crops and livestock products,807,North Macedonia,5111,Stocks,02112,Buffalo,2023,2023,An,635,I,Imputed value,
QCL,Crops and livestock products,807,North Macedonia,5111,Stocks,02111,Cattle,2023,2023,An,148693,A,Official figure,
QCL,Crops and livestock products,807,North Macedonia,5111,Stocks,02123,Goats,2023,2023,An,85528,A,Official figure,
QCL,Crops and livestock products,807,North Macedonia,5111,Stocks,02122,Sheep,2023,2023,An,587073,A,Official figure,
QCL,Crops and livestock products,807,North Macedonia,5111,Stocks,02140,Swine / pigs,2023,2023,An,193412,A,Official figure,
QCL,Crops and livestock products,578,Norway,5111,Stocks,02111,Cattle,2023,2023,An,875600,A,Official figure,
QCL,Crops and livestock products,578,Norway,5111,Stocks,02123,Goats,2023,2023,An,71800,A,Official figure,
QCL,Crops and livestock products,578,Norway,5111,Stocks,02122,Sheep,2023,2023,An,2191100,A,Official figure,
QCL,Crops and livestock products,578,Norway,5111,Stocks,02140,Swine / pigs,2023,2023,An,732000,A,Official figure,
QCL,Crops and livestock products,512,Oman,5111,Stocks,02121.01,Camels,2023,2023,An,296035,A,Official figure,
QCL,Crops and livestock products,512,Oman,5111,Stocks,02111,Cattle,2023,2023,An,438997,A,Official figure,
QCL,Crops and livestock products,512,Oman,5111,Stocks,02123,Goats,2023,2023,An,2541853,A,Official figure,
QCL,Crops and livestock products,512,Oman,5111,Stocks,02122,Sheep,2023,2023,An,668280,A,Official figure,
QCL,Crops and livestock products,586,Pakistan,5111,Stocks,02112,Buffalo,2023,2023,An,44974000,A,Official figure,
QCL,Crops and livestock products,586,Pakistan,5111,Stocks,02121.01,Camels,2023,2023,An,1148000,A,Official figure,
QCL,Crops and livestock products,586,Pakistan,5111,Stocks,02111,Cattle,2023,2023,An,55450000,A,Official figure,
QCL,Crops and livestock products,586,Pakistan,5111,Stocks,02123,Goats,2023,2023,An,84738000,A,Official figure,
QCL,Crops and livestock products,586,Pakistan,5111,Stocks,02122,Sheep,2023,2023,An,32347000,A,Official figure,
QCL,Crops and livestock products,275,Palestine,5111,Stocks,02111,Cattle,2023,2023,An,44597,I,Imputed value,
QCL,Crops and livestock products,275,Palestine,5111,Stocks,02123,Goats,2023,2023,An,231245,I,Imputed value,
QCL,Crops and livestock products,275,Palestine,5111,Stocks,02122,Sheep,2023,2023,An,801273,I,Imputed value,
QCL,Crops and livestock products,591,Panama,5111,Stocks,02111,Cattle,2023,2023,An,1518656,A,Official figure,
QCL,Crops and livestock products,591,Panama,5111,Stocks,02123,Goats,2023,2023,An,9174,I,Imputed value,
QCL,Crops and livestock products,591,Panama,5111,Stocks,02140,Swine / pigs,2023,2023,An,420058,A,Official figure,
QCL,Crops and livestock products,598,Papua New Guinea,5111,Stocks,02111,Cattle,2023,2023,An,91834,I,Imputed value,
